,EGW_Sham_CONTROL_AveargeRunLogRTs,MTG_Sham_CONTROL_AveargeRunLogRTs,VXE_Sham_CONTROL_AveargeRunLogRTs,SRH_Sham_CONTROL_AveargeRunLogRTs,TXM_Sham_CONTROL_AveargeRunLogRTs,CRB_Sham_CONTROL_AveargeRunLogRTs,AVB_Sham_CONTROL_AveargeRunLogRTs,JAF_Sham_CONTROL_AveargeRunLogRTs,DLC_Sham_CONTROL_AveargeRunLogRTs,MAM_Sham_CONTROL_AveargeRunLogRTs,STF_Sham_CONTROL_AveargeRunLogRTs,JEC_Sham_CONTROL_AveargeRunLogRTs,FRF_Sham_CONTROL_AveargeRunLogRTs,JSH_Sham_CONTROL_AveargeRunLogRTs,LOW_Sham_CONTROL_AveargeRunLogRTs,AAF_Sham_CONTROL_AveargeRunLogRTs,VXP_Sham_CONTROL_AveargeRunLogRTs,RID_Sham_CONTROL_AveargeRunLogRTs,DSL_Sham_CONTROL_AveargeRunLogRTs,IXD_Sham_CONTROL_AveargeRunLogRTs,RJO_Sham_CONTROL_AveargeRunLogRTs,GroupAvgLogRT
0,2.758833333333333,2.719979591836735,2.6576363636363642,2.5883870967741935,2.6433035714285715,2.7575777777777777,2.7553777777777784,2.5907419354838708,2.722104166666666,2.6250344827586205,2.5885901639344278,2.7510434782608693,2.6603636363636367,2.761511111111111,2.6741538461538465,2.8459428571428567,2.7853255813953472,2.645964285714286,2.7174666666666667,2.651745454545455,2.660909090909091,2.6934282033176906
1,2.750826086956521,2.727625,2.659890909090909,2.5385522388059694,2.677264150943396,2.7491086956521738,2.7604634146341462,2.6206551724137936,2.8111951219512203,2.6131694915254244,2.5764761904761904,2.748690476190476,2.6427358490566037,2.7479347826086955,2.6702641509433964,2.8794838709677415,2.8188947368421053,2.650745454545455,2.7487234042553186,2.6324482758620693,2.5728688524590164,2.6951436345800297
2,2.7480652173913045,2.740521739130435,2.637666666666666,2.326827956989248,2.6378245614035083,2.707940000000001,2.775,2.541136363636363,2.7947857142857133,2.567640625000001,2.514084507042253,2.7189183673469395,2.604338983050848,2.7098000000000013,2.744595238095238,2.8422258064516126,2.7326458333333346,2.641839285714286,2.6851282051282053,2.560796875,2.4442077922077923,2.651237606565417
3,2.7423478260869563,2.7818,2.6502181818181825,2.203262626262625,2.620050847457627,2.7695,2.7157291666666663,2.4970704225352107,2.734936170212766,2.54710606060606,2.511281690140845,2.71498,2.4358227848101257,2.7034400000000005,2.7907631578947365,2.8435405405405403,2.70238,2.6601481481481475,2.677716981132076,2.5215942028985507,2.414772151898734,2.6304029028147546
4,2.77670731707317,2.8045000000000013,2.662537037037037,2.131257142857144,2.6209827586206904,2.7224583333333325,2.6763529411764706,2.420012500000001,2.716489795918368,2.5450303030303028,2.4891095890410955,2.676377358490565,2.408073170731708,2.705941176470589,2.773272727272728,2.831176470588236,2.659309090909091,2.6146949152542374,2.6295689655172407,2.517014285714286,2.3762093023255826,2.607479770541042
5,2.7263749999999995,2.7611590909090906,2.620982142857144,2.1803529411764693,2.605433333333333,2.7538260869565225,2.7316428571428566,2.309768421052631,2.706775510204081,2.5561406249999994,2.4519870129870127,2.702645833333334,2.368125,2.691921568627452,2.8015599999999994,2.8191142857142855,2.6779423076923083,2.504154929577465,2.6428727272727275,2.526191176470588,2.317191489361701,2.5931505876032857
6,2.7451111111111106,2.8191333333333337,2.61775,2.159761904761905,2.5759843749999995,2.7269583333333327,2.74525,2.2686868686868693,2.642482142857143,2.5482575757575763,2.4638421052631583,2.7080833333333327,2.552859375,2.701480000000001,2.7788780487804883,2.8338918918918914,2.6990200000000004,2.4418974358974364,2.6461607142857138,2.5074714285714284,2.350214285714285,2.5968178220751907
7,2.737526315789474,2.7668750000000006,2.5712033898305084,2.1451869158878503,2.612,2.72275,2.7131333333333334,2.3120430107526873,2.6470181818181815,2.530666666666667,2.4392278481012672,2.7168979591836737,2.575838709677419,2.712959183673469,2.7561818181818185,2.848764705882353,2.6681698113207544,2.4474487179487183,2.665537037037037,2.40755421686747,2.3355402298850567,2.5872630024684633
8,2.7372580645161277,2.7986176470588235,2.530285714285716,2.1858965517241384,2.5706666666666664,2.7223333333333333,2.7258510638297877,2.292882978723404,2.69008,2.513579710144928,2.3944761904761918,2.7335454545454554,2.3734000000000006,2.6873461538461543,2.742868421052632,2.8115625000000004,2.679038461538462,2.4500128205128195,2.6361929824561403,2.384595238095238,2.339644444444444,2.571434971297641
9,2.7760909090909087,2.8362692307692305,2.7101224489795905,2.535202898550725,2.7075918367346943,2.8157500000000004,2.7679069767441864,2.604783333333333,2.7658222222222224,2.666056603773585,2.591564516129032,2.7695909090909097,2.6686111111111117,2.7680000000000007,2.7898484848484837,2.801896551724138,2.7223404255319155,2.668698113207548,2.719428571428572,2.7047800000000013,2.6954509803921574,2.7183717201743978
10,2.7135757575757573,2.8205263157894733,2.487450704225354,2.1505578947368407,2.7001372549019607,2.7324468085106384,2.7776000000000005,2.4375194805194806,2.7148775510204084,2.5975833333333327,2.415756097560976,2.716551020408163,2.608406779661017,2.7267500000000013,2.7259189189189184,2.833,2.70262,2.669055555555556,2.662277777777778,2.5835322580645164,2.3657674418604646,2.625805283353364
11,2.7495348837209312,2.8213913043478263,2.4006125000000003,2.141980952380952,2.630771929824561,2.7625454545454544,2.755386363636364,2.320382978723403,2.707408163265306,2.5229552238805977,2.3649775280898875,2.7186122448979595,2.5078088235294125,2.7396170212765965,2.7518,2.8538648648648643,2.700428571428572,2.639035714285715,2.640375,2.5372537313432844,2.4018051948051946,2.6032642118498517
12,2.7515217391304363,2.8029285714285708,2.653490909090909,2.559938461538463,2.67732075471698,2.7741136363636367,2.723888888888889,2.5940344827586213,2.7641818181818176,2.632421052631579,2.564888888888889,2.7158775510204083,2.670905660377359,2.7553695652173915,2.8104285714285715,2.774093023255813,2.733727272727273,2.649872727272727,2.691659999999999,2.630122807017544,2.6571111111111114,2.6946617853831905
13,2.74163829787234,2.8483461538461543,2.488128571428571,2.127630434782608,2.625155172413792,2.707142857142857,2.691392156862745,2.361988636363636,2.7158571428571427,2.56575,2.405469879518072,2.70056862745098,2.4431298701298707,2.718183673469388,2.7767631578947363,2.7787297297297298,2.7159795918367347,2.6499636363636356,2.6643703703703703,2.5351617647058817,2.3821728395061728,2.6020725030735923
14,2.785428571428572,2.7722368421052637,2.3782941176470587,2.1470458715596323,2.598721311475411,2.685509803921569,2.6708269230769233,2.1521515151515143,2.7033043478260868,2.5691803278688523,2.30460824742268,2.696470588235295,2.4998873239436628,2.6997000000000013,2.7075625,2.7641590909090907,2.6821153846153845,2.6215862068965516,2.5891803278688528,2.3681704545454543,2.4783043478260858,2.565449719253521
15,2.7117187500000006,2.750783783783784,2.374835294117647,2.0846756756756752,2.5812903225806445,2.6739811320754714,2.75034090909091,2.2341636363636352,2.638363636363637,2.462539473684211,2.1769898989898984,2.671207547169812,2.3156210526315784,2.6808461538461543,2.6902941176470585,2.726288888888889,2.6637407407407405,2.580968253968255,2.580118644067797,2.347666666666667,2.4008125,2.5284403370644033
16,2.7058461538461533,2.76635,2.3429325842696618,2.2621718749999995,2.5963499999999993,2.6590740740740757,2.6706666666666674,2.265223300970873,2.6875961538461537,2.494235294117646,2.1847543859649114,2.690729166666667,2.5979833333333326,2.6463214285714294,2.743135135135135,2.694085106382979,2.642072727272728,2.5036527777777793,2.5144626865671644,2.2819696969696985,2.4286799999999995,2.541823454639669
17,2.6444464285714284,2.7544285714285706,2.3875421686746994,2.0503505154639163,2.5783278688524587,2.6659259259259254,2.6172500000000007,2.3202023809523813,2.6918913043478265,2.517121212121213,2.183348623853211,2.7133877551020404,2.3103297872340427,2.6749245283018865,2.7247000000000003,2.649408163265306,2.617745762711864,2.4597307692307684,2.5175522388059703,2.247602040816325,2.3746463414634142,2.509564875577297
18,2.6652777777777774,2.7272790697674423,2.5036323529411773,2.0858769230769227,2.561734375,2.6918400000000005,2.6304444444444437,2.2562929292929312,2.7193333333333336,2.448864864864865,2.1969279279279266,2.6712641509433963,2.361178571428572,2.6727169811320763,2.735333333333333,2.731239130434782,2.6333333333333333,2.470789473684211,2.4906212121212117,2.213737864077669,2.3956875,2.5173050261388292
19,2.6439230769230773,2.7541923076923074,2.408696202531646,2.1233166666666663,2.518057142857144,2.740217391304348,2.67674,2.3156999999999988,2.6526481481481463,2.4322399999999997,2.170646017699115,2.673056603773585,2.5453787878787875,2.654,2.7463599999999997,2.7768888888888887,2.626789473684211,2.390423529411765,2.488420289855073,2.255272727272726,2.391924050632911,2.523090062153352
20,2.7182702702702706,2.658291666666667,2.3653882352941173,2.1305982905982908,2.451644736842105,2.7141020408163268,2.6513207547169806,2.3016222222222233,2.7029767441860457,2.4952686567164184,2.180263157894736,2.653927272727272,2.318923076923077,2.636649122807017,2.681083333333333,2.7512325581395354,2.6427499999999995,2.4187654320987653,2.445597222222223,2.219571428571429,2.4390399999999994,2.5036802963355633
21,2.8117142857142854,2.793967741935484,2.661622641509433,2.4978051948051947,2.7014399999999994,2.817375,2.7452826086956525,2.56828125,2.753652173913044,2.68722,2.525733333333333,2.771590909090909,2.708959183673469,2.7921666666666662,2.792958333333333,2.766068181818182,2.745978723404256,2.655333333333332,2.7206458333333337,2.610774193548388,2.6843076923076934,2.705375108591238
22,2.690641025641026,2.75236,2.3827228915662646,2.0632087912087913,2.472932432432433,2.730234042553191,2.668634615384616,2.154777777777777,2.660962962962963,2.4986060606060603,2.210525252525251,2.6915000000000013,2.48509589041096,2.6751320754716987,2.7332105263157893,2.77554761904762,2.6650185185185173,2.6277586206896566,2.5130579710144927,2.269542553191489,2.373428571428572,2.528328485654627
23,2.721914285714285,2.720478260869565,2.476887323943662,2.0916050420168046,2.4924366197183105,2.6933725490196068,2.6132499999999994,2.185173913043478,2.69248,2.527852459016393,2.1073669724770627,2.690666666666667,2.3439770114942524,2.7686818181818182,2.7338260869565216,2.7356666666666665,2.610745762711864,2.5937704918032787,2.4383815789473684,2.325315217391304,2.4081666666666663,2.522476923490742
24,2.7835476190476194,2.698479166666667,2.6174915254237296,2.59555,2.661555555555556,2.7899285714285704,2.7085306122448984,2.610583333333333,2.7118571428571427,2.6048813559322026,2.5682380952380948,2.7190408163265305,2.6500892857142864,2.7370425531914897,2.6126779661016943,2.7857619047619053,2.7220416666666662,2.6473750000000003,2.647907407407408,2.6287719298245613,2.6434230769230767,2.673560694506926
25,2.6534464285714283,2.6543673469387747,2.3468749999999994,2.0814742268041235,2.4694933333333338,2.6842307692307696,2.657769230769231,2.2317938144329887,2.6693148148148147,2.458083333333333,2.2059595959595955,2.6905384615384618,2.3059468085106376,2.644839285714286,2.638296296296297,2.7671666666666668,2.62498275862069,2.4691891891891897,2.5096119402985075,2.2425567010309266,2.340522727272726,2.4926885109203227
26,2.6329649122807015,2.6062666666666674,2.3339550561797746,2.0651538461538457,2.4699594594594587,2.6271052631578944,2.5640983606557386,2.1581899999999994,2.643267857142857,2.489079365079365,2.0189326923076925,2.6712641509433963,2.2375252525252507,2.602466666666666,2.590551724137931,2.7399565217391304,2.604616666666668,2.3401170212765963,2.40505,2.1487156862745103,2.2458775510204085,2.4378626057302166
27,2.5827619047619055,2.594500000000001,2.341752941176471,2.022446428571429,2.367114942528735,2.626392857142857,2.6025932203389845,2.1736486486486486,2.6113389830508478,2.470157142857143,2.033175572519084,2.6332807017543858,2.3230303030303032,2.5997213114754096,2.622236363636364,2.6740188679245285,2.586016393442624,2.2990707070707064,2.4097215189873418,2.102429824561403,2.2123069306930687,2.4232245506748686
28,2.5741718750000007,2.608827586206896,2.410884615384614,2.0860762711864416,2.3962976190476195,2.600186440677966,2.6375272727272727,2.146591304347825,2.6476363636363645,2.302717391304348,2.0175447761194025,2.6683584905660385,2.400765432098765,2.588016393442623,2.5914655172413803,2.6978600000000004,2.5564218750000007,2.296474747474748,2.3926419753086416,2.133232758620689,2.250342592592591,2.428763871332582
29,2.649145454545454,2.607482758620688,2.289347368421052,2.0075905511811025,2.3323956043956047,2.632054545454545,2.590779661016949,2.2013947368421047,2.60665,2.4365479452054783,2.0467575757575744,2.6482,2.363197674418604,2.554184615384614,2.7024772727272723,2.7577380952380954,2.56303125,2.3255263157894737,2.4167763157894733,2.1848644067796603,2.2466288659793814,2.43632242921653
30,2.61853448275862,2.6532222222222224,2.312595744680851,2.089225225225225,2.3616279069767447,2.620344827586208,2.7152173913043485,2.1909056603773576,2.611423728813559,2.340717647058824,2.0255769230769234,2.645767857142857,2.319296703296703,2.5355820895522405,2.566873015873016,2.712,2.5812580645161294,2.3541348314606747,2.3734814814814804,2.1701428571428574,2.283911111111111,2.43246856055514
31,2.631964912280701,2.6004500000000013,2.2960421052631577,2.078745762711864,2.401817073170731,2.588295081967213,2.632767857142858,2.110911504424778,2.6054666666666657,2.465421875,2.030117647058824,2.6520727272727274,2.376619047619048,2.5764761904761904,2.530257575757576,2.771604651162791,2.5455,2.339150537634409,2.4265540540540536,2.162590476190476,2.2837263157894734,2.4336453362687394
32,2.6117966101694923,2.6082,2.3197415730337068,2.077881355932202,2.3588850574712645,2.610830508474576,2.5338437499999995,2.1473252032520334,2.6058909090909097,2.3733124999999995,2.1255925925925925,2.6518181818181814,2.3073333333333337,2.546257575757576,2.5300303030303035,2.7316585365853663,2.5696666666666665,2.3502696629213484,2.4052249999999984,2.1514273504273502,2.338011494252872,2.426428484038561
33,2.7438444444444445,2.708,2.630836363636364,2.436379310344827,2.659666666666667,2.765840909090909,2.7242173913043493,2.4850875,2.7657777777777786,2.659481481481481,2.542802631578948,2.7465652173913035,2.6742115384615386,2.763177777777777,2.708653061224489,2.8071463414634152,2.6949999999999994,2.635070175438597,2.7084166666666665,2.540602739726028,2.6374716981132083,2.668488080599466
34,2.6690666666666663,2.693854166666666,2.365690476190476,2.016191489361702,2.415775000000001,2.6828846153846153,2.650905660377359,2.1821717171717165,2.6345263157894747,2.3365000000000005,2.2480909090909083,2.656745098039216,2.406545454545454,2.6198448275862067,2.499173913043479,2.718673469387755,2.6528703703703704,2.379732558139536,2.4189871794871793,2.2173958333333323,2.3426436781609183,2.4670604475615736
35,2.6603469387755108,2.692843137254901,2.357164705882352,2.0422499999999992,2.396329268292683,2.6893529411764705,2.588203389830509,2.1458256880733937,2.626068965517241,2.4324788732394373,2.145106796116504,2.6878076923076923,2.321591397849462,2.604016666666667,2.516813559322033,2.7586590909090907,2.6149310344827588,2.4385064935064933,2.3854691358024693,2.1682095238095234,2.2786631578947354,2.4547923074623776
